# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "2" "-t" "gene" "-g" "gene_id" "-a" "/mnt/d/rna_seq/gtf/Oryza_sativa.IRGSP-1.0.50.chr.gtf" "-o" "counts.txt" "-M" "SRR12073954.bam" "SRR12073955.bam" "SRR12073956.bam" "SRR12073957.bam" "SRR12073958.bam" "SRR12073959.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR12073954.bam	SRR12073955.bam	SRR12073956.bam	SRR12073957.bam	SRR12073958.bam	SRR12073959.bam
Os01g0144300	1	2388605	2390483	-	1879	16	9	7	11	1	8
ENSRNA049450896	1	2391023	2391103	-	81	0	0	0	0	0	0
Os01g0144340	1	2391464	2397295	-	5832	273	310	313	101	133	191
Os01g0144380	1	2393483	2398292	+	4810	0	0	0	0	0	0
Os01g0144500	1	2400945	2402336	-	1392	2	0	4	0	3	0
Os01g0144600	1	2403276	2405947	+	2672	350	370	371	390	387	377
Os01g0144700	1	2406475	2408051	+	1577	203	252	324	129	103	98
Os01g0144800	1	2414271	2415072	+	802	4	1	4	0	2	2
Os01g0144900	1	2416643	2418825	+	2183	130	112	133	57	89	111
Os01g0145000	1	2422347	2422682	+	336	6	9	9	11	1	1
Os01g0145200	1	2434793	2438772	+	3980	114	133	121	135	151	84
Os01g0145600	1	2453742	2456495	+	2754	184	209	159	173	181	153
Os01g0146101	1	2488413	2491357	+	2945	0	0	0	0	0	0
Os01g0146200	1	2500280	2501248	+	969	0	0	0	0	0	0
Os01g0146600	1	2530890	2531390	-	501	0	0	0	0	0	0
Os01g0146801	1	2541950	2542484	-	535	0	0	0	0	0	0
Os01g0147001	1	2550946	2551461	+	516	0	0	0	0	0	0
Os01g0147200	1	2560897	2565321	+	4425	1656	1862	1408	1166	1183	1300
Os01g0147250	1	2566663	2569855	-	3193	20	23	14	9	1	9
Os01g0147300	1	2568051	2570029	+	1979	4	7	2	0	1	4
Os01g0147400	1	2570072	2571010	-	939	1	5	9	0	5	3
Os01g0147600	1	2573049	2577415	-	4367	31	49	34	10	15	12
Os01g0147650	1	2575172	2575564	-	393	0	0	0	0	0	0
Os01g0147700	1	2579565	2583575	-	4011	894	1064	1090	488	478	573
Os01g0147800	1	2584986	2587547	-	2562	11	23	33	10	18	23
Os01g0147850	1	2585294	2585668	+	375	0	0	0	0	0	0
Os01g0147900	1	2589835	2593568	-	3734	12	8	11	18	11	13
Os01g0147950	1	2589897	2593567	+	3671	0	0	0	0	0	0
Os01g0148000	1	2599732	2603593	+	3862	835	942	310	483	428	643
Os01g0148050	1	2605614	2612731	+	7118	4602	4712	3589	3245	3205	3407
Os01g0148100	1	2613672	2623190	-	9519	322	310	324	227	189	204
Os01g0148200	1	2629374	2630050	+	677	0	0	0	0	0	0
Os01g0148400	1	2632618	2637829	+	5212	324	398	339	134	238	230
Os01g0148500	1	2641000	2644665	-	3666	277	371	346	229	183	210
Os01g0148700	1	2652648	2655564	+	2917	797	1060	1076	582	588	494
Os01g0149200	1	2665085	2668967	-	3883	71	121	183	38	33	59
Os01g0149350	1	2669251	2674068	-	4818	34	18	24	7	22	20
Os01g0149400	1	2674414	2674683	+	270	83	111	88	44	36	43
Os01g0149500	1	2681220	2686364	-	5145	10	8	18	14	5	1
Os01g0149600	1	2686729	2687456	+	728	353	382	395	175	226	235
Os01g0149700	1	2688460	2692024	-	3565	1	14	14	3	6	1
Os01g0149750	1	2688638	2691961	+	3324	0	0	0	0	0	0
Os01g0149800	1	2693231	2695079	-	1849	8587	8562	8102	8707	7950	7884
Os01g0149900	1	2699128	2703491	-	4364	138	115	95	94	131	84
Os01g0150000	1	2707624	2711422	-	3799	551	653	505	350	238	361
Os01g0150100	1	2713300	2717425	+	4126	303	332	353	166	163	173
Os01g0150200	1	2717836	2721203	+	3368	190	238	270	192	147	156
Os01g0150400	1	2722605	2726163	+	3559	6	8	4	10	0	2
Os01g0150500	1	2727751	2736707	+	8957	24	36	29	22	33	26
Os01g0150700	1	2731396	2736842	-	5447	0	0	0	0	0	0
Os01g0150800	1	2742507	2747439	+	4933	105	43	69	32	72	40
Os01g0150900	1	2752144	2761554	+	9411	14	20	18	15	38	9
Os01g0150950	1	2753663	2755342	+	1680	0	0	0	0	0	0
Os01g0151100	1	2765779	2768602	+	2824	778	683	621	401	438	536
Os01g0151200	1	2770142	2774609	+	4468	1080	954	995	503	602	655
Os01g0151400	1	2776973	2781723	+	4751	1324	1485	1212	751	843	696
Os01g0151500	1	2783189	2790377	+	7189	195	272	268	109	128	63
Os01g0151600	1	2791418	2795857	+	4440	714	886	564	1065	898	907
Os01g0151700	1	2800516	2803701	+	3186	381	571	653	126	127	200
Os01g0151750	1	2801825	2802125	-	301	0	0	0	0	0	0
Os01g0151900	1	2805586	2808152	+	2567	56	43	39	32	23	36
Os01g0152000	1	2810313	2815017	+	4705	0	1	0	2	0	0
Os01g0152050	1	2811498	2819553	-	8056	0	0	0	0	1	0
Os01g0152100	1	2815148	2816554	-	1407	0	0	0	0	0	0
Os01g0152200	1	2817650	2818897	-	1248	0	0	0	0	0	0
Os01g0152300	1	2820074	2820744	-	671	115	78	90	51	51	35
Os01g0152500	1	2826116	2828930	-	2815	3	8	3	0	7	10
Os01g0152600	1	2830325	2833623	+	3299	157	125	110	257	134	122
Os01g0152675	1	2835247	2835730	-	484	0	0	0	0	0	0
Os01g0152687	1	2835281	2836233	+	953	5	2	0	7	2	4
Os01g0152700	1	2837892	2838171	-	280	700	645	622	355	422	458
Os01g0152800	1	2839934	2843512	+	3579	8	12	14	19	15	20
Os01g0152850	1	2840037	2843293	-	3257	0	0	0	0	0	0
Os01g0152900	1	2844503	2845212	-	710	467	521	571	452	444	401
Os01g0152950	1	2847554	2848849	-	1296	207	186	201	191	163	137
Os01g0152951	1	2849160	2851689	+	2530	41	43	27	78	43	40
Os01g0153000	1	2851954	2855225	+	3272	0	2	1	1	2	2
Os01g0153050	1	2851988	2855214	-	3227	0	0	0	0	0	0
Os01g0153100	1	2857382	2858128	-	747	807	765	1039	716	687	620
Os01g0153150	1	2859098	2864539	+	5442	20	16	22	6	16	16
Os01g0153200	1	2862774	2863569	-	796	0	0	0	0	0	0
Os01g0153250	1	2864276	2867341	-	3066	0	1	0	0	0	0
Os01g0153275	1	2864726	2867411	+	2686	0	0	0	0	0	0
Os01g0153300	1	2872115	2872826	+	712	586	448	491	510	450	384
Os01g0153400	1	2877647	2882523	+	4877	238	187	172	142	212	177
Os01g0153500	1	2885392	2886301	+	910	0	0	0	0	0	0
Os01g0153550	1	2885449	2886073	-	625	0	0	0	0	0	0
Os01g0153600	1	2887060	2888434	-	1375	0	0	0	0	0	0
Os01g0153625	1	2887717	2888430	+	714	0	0	0	0	0	0
Os01g0153700	1	2892920	2894707	-	1788	38	50	55	22	23	32
Os01g0153800	1	2896841	2897944	+	1104	18	15	26	13	5	9
Os01g0153900	1	2899057	2899947	-	891	0	0	0	0	0	0
Os01g0153950	1	2901602	2902192	-	591	12	8	1	33	20	28
Os01g0154000	1	2903069	2903970	-	902	154	210	96	254	174	149
Os01g0154100	1	2907071	2907926	-	856	0	0	0	0	0	0
Os01g0154200	1	2920425	2921321	-	897	0	1	5	1	0	0
Os01g0154250	1	2920641	2921282	+	642	0	0	0	0	0	0
Os01g0154300	1	2922561	2924802	+	2242	1	3	28	1	2	5
Os01g0154500	1	2925935	2928765	+	2831	6	3	8	4	2	4
Os01g0154550	1	2926706	2927875	-	1170	0	0	0	0	0	0
Os01g0154600	1	2930802	2932886	+	2085	0	0	2	3	2	3
Os01g0154950	1	2954510	2956849	+	2340	0	0	0	0	0	0
Os01g0155000	1	2957166	2958439	-	1274	25	39	29	31	35	12
Os01g0155200	1	2962422	2964972	-	2551	200	166	213	189	158	87
Os01g0155300	1	2966314	2967346	+	1033	0	0	0	0	0	0
Os01g0155400	1	2971130	2977009	-	5880	1220	1355	1120	819	942	913
Os01g0155500	1	2982542	2986094	+	3553	26	15	46	17	16	27
Os01g0155600	1	2986329	2989280	-	2952	1119	1308	1558	770	862	818
Os01g0155800	1	2999576	3001139	+	1564	1091	787	1087	554	587	703
Os01g0156000	1	3003860	3005728	-	1869	9	3	0	3	5	0
Os01g0156300	1	3013915	3014751	-	837	50	86	86	34	36	53
Os01g0157200	1	3031479	3033009	+	1531	0	2	0	0	0	0
Os01g0157400	1	3035059	3035716	+	658	0	0	0	0	0	0
Os01g0157500	1	3036690	3037397	-	708	2	0	2	2	0	0
Os01g0157600	1	3037689	3038708	+	1020	1	0	0	1	1	1
Os01g0157700	1	3039286	3039984	+	699	2	0	2	6	2	1
Os01g0157800	1	3041480	3044346	-	2867	95	63	51	66	56	44
Os01g0157900	1	3044488	3047128	+	2641	977	927	980	716	623	528
Os01g0158000	1	3047432	3052194	+	4763	869	935	802	690	669	608
Os01g0158100	1	3052241	3053151	-	911	13	31	27	21	19	25
Os01g0158200	1	3054481	3057198	+	2718	186	155	142	66	123	90
Os01g0158400	1	3058564	3059717	-	1154	76	79	70	14	47	26
Os01g0158500	1	3060978	3066135	+	5158	0	10	7	4	0	0
Os01g0158533	1	3061751	3065924	-	4174	0	0	0	0	0	0
Os01g0158566	1	3067332	3067968	+	637	9	23	14	12	13	6
Os01g0158600	1	3067950	3071237	-	3288	37	35	15	9	12	7
Os01g0158800	1	3079533	3084696	-	5164	1	0	4	0	0	0
Os01g0158900	1	3085452	3090887	-	5436	678	728	583	298	357	332
Os01g0159000	1	3091435	3092698	-	1264	142	132	243	92	96	133
Os01g0159200	1	3097415	3098160	-	746	130	130	108	0	2	1
Os01g0159250	1	3097610	3098332	+	723	19	17	27	0	0	2
Os01g0159300	1	3100294	3105226	-	4933	957	969	710	757	876	691
Os01g0159400	1	3108117	3113940	-	5824	1519	1484	1434	1297	1247	1269
Os01g0159500	1	3122888	3124051	+	1164	0	1	0	0	0	0
Os01g0159600	1	3124369	3125331	-	963	7523	7444	3937	17255	13081	9279
Os01g0159800	1	3129056	3130722	+	1667	101	89	97	55	63	51
Os01g0160100	1	3136320	3140217	-	3898	65	35	55	50	39	74
Os01g0160150	1	3136504	3140130	+	3627	0	0	0	0	0	0
Os01g0160200	1	3143601	3146812	-	3212	2	6	0	0	7	6
Os01g0160700	1	3182139	3185207	+	3069	123	128	60	48	73	71
Os01g0160800	1	3189117	3190330	-	1214	663	807	472	1020	656	343
Os01g0161000	1	3201220	3204252	+	3033	0	0	0	0	0	0
Os01g0161200	1	3222100	3226518	-	4419	6	4	5	8	4	3
Os01g0161300	1	3222303	3225613	+	3311	0	0	0	0	0	0
Os01g0162001	1	3243674	3244422	-	749	3	3	5	1	0	7
Os01g0162101	1	3244945	3245443	-	499	0	0	0	0	0	0
Os01g0162200	1	3251426	3252724	+	1299	1	1	10	3	4	2
Os01g0162300	1	3256822	3257901	+	1080	13	0	1	7	7	0
Os01g0162400	1	3257944	3258889	+	946	0	2	4	0	0	0
Os01g0162500	1	3259516	3262661	+	3146	96	163	51	108	142	99
Os01g0162701	1	3272800	3274386	-	1587	0	0	0	0	0	0
Os01g0162800	1	3272839	3276375	+	3537	161	117	119	39	74	52
Os01g0162900	1	3282977	3284997	-	2021	0	2	1	0	0	0
Os01g0163000	1	3283266	3286357	+	3092	152	124	60	97	104	86
Os01g0163450	1	3291241	3293494	+	2254	0	0	0	0	0	0
Os01g0163616	1	3293852	3294105	-	254	0	0	0	0	0	0
Os01g0164075	1	3312670	3313206	-	537	0	0	0	0	0	0
Os01g0164300	1	3320451	3321035	-	585	0	1	0	3	0	0
Os01g0164400	1	3324235	3327122	+	2888	680	789	640	531	607	517
Os01g0164500	1	3328572	3331963	-	3392	268	348	284	211	195	174
Os01g0164600	1	3332952	3336035	-	3084	217	240	268	184	190	177
Os01g0164650	1	3334870	3335479	+	610	0	0	0	0	0	0
Os01g0164700	1	3336250	3343220	+	6971	409	462	367	227	255	217
Os01g0164800	1	3343531	3346705	-	3175	155	97	140	106	108	102
Os01g0164900	1	3351926	3355066	-	3141	27	34	7	13	14	24
Os01g0165000	1	3356383	3361204	+	4822	947	1026	682	989	877	740
Os01g0165100	1	3358534	3360674	-	2141	0	0	0	0	0	0
Os01g0165200	1	3362001	3367658	-	5658	241	242	247	110	66	79
Os01g0165600	1	3376592	3377212	+	621	6	3	11	6	5	4
Os01g0165800	1	3386766	3390803	-	4038	159	199	118	87	71	103
Os01g0166100	1	3397441	3400487	+	3047	382	498	364	319	369	259
Os01g0166200	1	3401204	3402049	-	846	0	0	2	0	0	2
Os01g0166300	1	3402088	3403488	+	1401	24	29	42	13	30	13
Os01g0166400	1	3405466	3408694	+	3229	52	61	89	24	9	24
Os01g0166500	1	3414866	3415943	-	1078	324	302	210	594	442	310
Os01g0166700	1	3422373	3425500	+	3128	363	397	362	170	232	220
Os01g0166800	1	3425794	3429573	-	3780	99	152	197	29	30	34
Os01g0167100	1	3431609	3433317	+	1709	82	118	104	56	84	57
ENSRNA049471191	1	3439717	3439781	-	65	0	0	0	0	0	0
Os01g0167400	1	3445220	3446488	+	1269	70	65	37	81	59	65
Os01g0167500	1	3446940	3450180	-	3241	868	900	866	526	575	599
Os01g0167600	1	3454882	3456059	+	1178	14	5	9	5	5	3
Os01g0167700	1	3456869	3464952	-	8084	106	110	58	58	68	71
Os01g0167750	1	3465634	3467560	-	1927	26	37	38	25	20	20
Os01g0167800	1	3467858	3472105	-	4248	362	290	269	227	217	210
Os01g0167900	1	3473846	3477048	-	3203	271	364	354	135	132	129
Os01g0168000	1	3478537	3478978	-	442	0	0	0	0	0	0
Os01g0168100	1	3479396	3484579	-	5184	2406	2568	2342	1957	1910	1917
Os01g0168200	1	3489348	3491991	-	2644	265	277	332	128	116	183
Os01g0168300	1	3493411	3496559	-	3149	188	202	263	145	115	110
Os01g0168350	1	3495948	3496585	+	638	0	0	0	0	0	0
Os01g0168400	1	3501094	3504775	+	3682	11	3	3	3	0	3
Os01g0168450	1	3501187	3504618	-	3432	0	0	0	0	0	0
Os01g0168500	1	3505759	3510343	+	4585	910	878	765	568	672	652
Os01g0168600	1	3511944	3515900	+	3957	543	444	480	263	240	235
ENSRNA049450913	1	3516689	3516760	-	72	0	0	0	0	0	0
Os01g0168800	1	3516766	3519077	-	2312	331	354	335	33	28	52
Os01g0168850	1	3518372	3519175	+	804	0	0	0	0	0	0
Os01g0169000	1	3520944	3521309	+	366	2	0	3	0	0	0
Os01g0169400	1	3551051	3553146	-	2096	21	46	31	17	10	27
Os01g0169500	1	3559761	3574278	-	14518	1729	1913	1385	958	1020	1268
Os01g0169800	1	3577473	3581859	-	4387	82	120	88	26	33	23
Os01g0169900	1	3591827	3596152	-	4326	1068	1088	1177	708	699	713
Os01g0170000	1	3598451	3599668	-	1218	124	175	66	271	269	190
Os01g0170051	1	3598662	3601908	+	3247	443	523	271	1120	848	626
Os01g0170100	1	3611353	3615657	+	4305	187	231	143	130	125	114
Os01g0170300	1	3621211	3625338	+	4128	60	57	75	26	30	37
Os01g0170500	1	3633290	3639159	-	5870	56	58	79	20	29	44
Os01g0170600	1	3645508	3650691	+	5184	317	267	331	256	200	214
Os01g0170700	1	3652273	3656479	+	4207	11	24	9	4	6	6
Os01g0170800	1	3661688	3664199	+	2512	57	99	71	95	66	58
Os01g0170900	1	3665042	3666044	-	1003	9	2	8	0	6	2
Os01g0171000	1	3667476	3673008	-	5533	598	727	760	267	327	323
Os01g0171100	1	3678431	3680909	-	2479	17	13	16	16	6	9
Os01g0171200	1	3681798	3687409	-	5612	27	16	11	13	7	4
Os01g0171800	1	3696155	3699718	-	3564	705	685	468	680	748	582
Os01g0172000	1	3705424	3708989	-	3566	473	511	379	365	317	343
Os01g0172100	1	3711212	3713653	+	2442	253	304	162	450	339	354
Os01g0172200	1	3713740	3718631	-	4892	1297	1473	1306	734	803	938
Os01g0172300	1	3720138	3723145	-	3008	478	410	450	263	300	324
Os01g0172400	1	3724667	3728791	-	4125	4015	4550	3906	4473	3625	3501
Os01g0172600	1	3732525	3734022	+	1498	6	11	3	3	3	4
Os01g0172701	1	3732983	3733967	-	985	0	0	0	0	0	0
Os01g0172800	1	3735961	3736782	+	822	69	75	101	77	52	67
Os01g0172900	1	3737752	3740685	+	2934	1	2	0	3	0	0
Os01g0173000	1	3737904	3742067	-	4164	137	167	135	202	183	148
Os01g0173100	1	3742778	3744461	-	1684	492	551	633	310	280	300
Os01g0173600	1	3779634	3782002	+	2369	0	0	0	0	0	0
Os01g0173900	1	3804672	3810720	+	6049	427	480	384	279	203	276
Os01g0173950	1	3809533	3810254	-	722	0	0	0	0	0	0
Os01g0174000	1	3811287	3812735	-	1449	178	145	143	178	169	149
Os01g0174100	1	3818050	3818753	-	704	38	41	45	28	48	73
Os01g0174200	1	3819099	3819782	-	684	0	0	0	0	0	0
Os01g0174300	1	3820177	3824512	-	4336	592	504	656	390	227	360
Os01g0174400	1	3825669	3829404	+	3736	7	20	42	13	3	14
Os01g0174500	1	3827045	3830326	-	3282	4	4	0	2	6	3
Os01g0174600	1	3830492	3831846	-	1355	88	112	133	35	51	43
Os01g0174700	1	3835129	3837642	-	2514	221	214	255	123	160	133
Os01g0174900	1	3842779	3845436	+	2658	178	122	98	161	166	106
Os01g0175000	1	3846283	3850209	-	3927	735	642	787	483	446	432
Os01g0175100	1	3855147	3856033	-	887	228	232	285	186	189	191
Os01g0175400	1	3870734	3874321	-	3588	39	50	30	28	15	12
Os01g0175500	1	3875771	3877745	+	1975	96	95	124	74	40	39
Os01g0175600	1	3878164	3884017	-	5854	8	22	11	2	1	10
Os01g0175633	1	3878702	3882875	+	4174	0	0	0	0	0	0
Os01g0175700	1	3894296	3898729	-	4434	0	0	0	0	0	0
Os01g0175733	1	3894637	3898734	+	4098	0	0	0	0	0	0
Os01g0175850	1	3914804	3916283	-	1480	12	10	11	20	18	17
Os01g0176000	1	3917918	3920432	+	2515	6	6	1	13	5	2
Os01g0176050	1	3918125	3920244	-	2120	0	0	0	0	0	0
Os01g0176100	1	3921356	3923134	+	1779	43	46	47	0	3	14
Os01g0176150	1	3921411	3921821	-	411	0	0	0	0	0	0
Os01g0176200	1	3924401	3926323	+	1923	158	184	182	89	102	74
Os01g0176300	1	3926661	3929467	-	2807	19	19	16	20	11	24
Os01g0176400	1	3938234	3939192	+	959	5	13	24	2	6	3
Os01g0176500	1	3939133	3942405	-	3273	11	21	11	1	8	1
Os01g0176700	1	3953043	3955442	+	2400	26	21	41	10	17	6
Os01g0176751	1	3953070	3954170	-	1101	0	0	0	0	0	0
Os01g0176800	1	3958210	3962124	+	3915	0	0	0	0	0	0
Os01g0176900	1	3958628	3963625	-	4998	0	0	0	0	0	0
Os01g0177100	1	3975902	3984909	+	9008	68	59	77	26	14	29
Os01g0177150	1	3980433	3983134	-	2702	0	0	0	0	0	0
Os01g0177200	1	3986647	3995398	+	8752	1644	1830	1423	927	930	1185
Os01g0177400	1	4003659	4004887	-	1229	1	4	4	0	0	1
Os01g0177500	1	4003779	4004759	+	981	0	0	0	0	0	0
Os01g0177900	1	4033754	4043431	-	9678	1068	1401	1423	447	624	579
Os01g0178000	1	4051885	4057571	-	5687	1146	1237	1179	938	971	837
Os01g0178100	1	4059510	4063188	+	3679	270	275	296	221	210	220
Os01g0178200	1	4064068	4066014	+	1947	160	185	146	70	76	64
Os01g0178300	1	4066347	4067319	-	973	11	7	2	1	3	10
Os01g0178400	1	4068636	4070331	-	1696	138	157	151	48	48	92
Os01g0178500	1	4073916	4076438	-	2523	962	777	893	797	706	620
Os01g0178600	1	4081140	4082680	+	1541	11	2	18	0	3	15
Os01g0178700	1	4091073	4094814	+	3742	52	29	57	34	57	35
Os01g0178775	1	4092625	4094164	-	1540	0	0	0	0	0	0
Os01g0178850	1	4099317	4099593	+	277	0	0	0	0	0	0
Os01g0178900	1	4106828	4108508	+	1681	76	45	68	37	33	48
Os01g0179000	1	4110402	4112126	-	1725	160	135	122	42	57	68
Os01g0179200	1	4118041	4122224	+	4184	436	462	370	204	240	195
Os01g0179300	1	4123420	4126215	+	2796	1662	2077	1972	1671	1624	1409
Os01g0179400	1	4127232	4140631	+	13400	1783	1702	1115	911	1041	1112
Os01g0179500	1	4144718	4150134	+	5417	1421	1694	1289	793	819	973
Os01g0179600	1	4153077	4154674	-	1598	389	306	458	211	172	264
Os01g0179700	1	4160736	4164317	-	3582	44	35	21	29	22	24
Os01g0179750	1	4160867	4163366	+	2500	0	0	0	0	0	0
Os01g0179800	1	4167514	4173240	-	5727	1291	950	676	1104	1047	696
Os01g0179901	1	4175051	4177246	-	2196	50	18	14	25	30	24
Os01g0180000	1	4179207	4181412	-	2206	1609	1751	1425	723	871	845
Os01g0180050	1	4180207	4181178	+	972	0	0	0	0	0	0
Os01g0180300	1	4208556	4213302	-	4747	227	223	245	153	90	170
Os01g0180400	1	4215038	4217099	-	2062	108	134	149	81	85	82
Os01g0180500	1	4233072	4233238	-	167	0	0	0	0	0	0
Os01g0180600	1	4234573	4244531	-	9959	329	283	304	228	221	303
Os01g0180700	1	4245421	4249851	-	4431	70	92	73	65	53	71
Os01g0180800	1	4253845	4259581	+	5737	699	810	608	781	768	646
Os01g0180850	1	4254468	4259175	-	4708	0	0	0	0	0	0
Os01g0180900	1	4264247	4270356	+	6110	425	539	461	255	292	252
Os01g0181000	1	4272846	4276299	-	3454	387	346	349	328	250	254
Os01g0181033	1	4274611	4274976	-	366	0	0	0	0	0	0
Os01g0181166	1	4277958	4278517	-	560	5	15	21	4	8	0
Os01g0181300	1	4281715	4283625	-	1911	45	59	76	25	25	19
Os01g0182100	1	4306924	4309933	+	3010	326	331	278	211	170	175
Os01g0182200	1	4313678	4315834	-	2157	787	690	794	339	418	383
Os01g0182300	1	4318039	4318780	-	742	24	15	49	10	12	12
Os01g0182400	1	4322736	4326342	-	3607	125	137	141	170	138	97
Os01g0182500	1	4326675	4328688	+	2014	611	651	607	351	463	460
Os01g0182600	1	4329362	4338486	-	9125	8798	9439	8555	3667	3821	4131
Os01g0182700	1	4347188	4356468	-	9281	38	35	53	16	13	19
Os01g0182832	1	4375261	4377273	+	2013	137	156	38	69	50	123
Os01g0182900	1	4391229	4393420	+	2192	832	938	796	832	788	774
Os01g0183000	1	4395060	4397438	+	2379	360	466	336	353	390	309
Os01g0183100	1	4397653	4401942	+	4290	430	645	594	256	324	310
Os01g0183300	1	4402668	4407292	-	4625	36	36	25	53	21	13
Os01g0183400	1	4415416	4416182	+	767	12	13	9	10	6	1
Os01g0183500	1	4418239	4419153	+	915	3	0	7	11	3	12
Os01g0183600	1	4421318	4423105	+	1788	88	74	69	122	129	82
Os01g0183633	1	4423907	4426863	-	2957	618	533	343	368	442	416
Os01g0183800	1	4434129	4437827	+	3699	1089	1015	1209	1376	1042	889
Os01g0183850	1	4438266	4438766	+	501	13	17	2	17	16	6
Os01g0183950	1	4440933	4441314	-	382	1	12	0	2	3	1
Os01g0184000	1	4444670	4448384	+	3715	211	198	249	174	156	150
Os01g0184050	1	4449056	4449806	+	751	0	0	0	0	0	0
Os01g0184100	1	4449070	4449876	-	807	0	0	0	0	0	0
Os01g0184200	1	4451551	4457689	-	6139	0	0	0	0	0	0
Os01g0184500	1	4485764	4490158	-	4395	207	197	230	148	108	135
Os01g0184700	1	4493365	4495145	+	1781	32	26	25	27	13	26
Os01g0184800	1	4494615	4497597	-	2983	127	99	112	89	78	51
Os01g0184900	1	4497719	4504384	+	6666	2312	2245	2272	2088	1711	1931
Os01g0185000	1	4504620	4505060	-	441	0	0	0	0	0	0
Os01g0185100	1	4509219	4512681	+	3463	3	2	2	4	0	3
Os01g0185200	1	4514356	4520604	-	6249	2563	3208	3222	845	1266	1527
Os01g0185250	1	4527986	4528971	-	986	5	4	1	4	1	2
Os01g0185300	1	4528237	4532862	+	4626	139	156	89	46	81	135
Os01g0185350	1	4531622	4532654	-	1033	0	0	0	0	0	0
Os01g0185400	1	4536009	4540065	+	4057	1120	1229	1091	1034	1080	1025
Os01g0185500	1	4542331	4546541	+	4211	202	266	249	61	113	98
Os01g0185900	1	4566304	4568589	+	2286	4	4	0	7	12	5
Os01g0186000	1	4572565	4573271	-	707	5	10	13	16	3	3
Os01g0186200	1	4581254	4584592	-	3339	1003	987	926	584	790	776
Os01g0186400	1	4586170	4591083	+	4914	0	0	0	0	0	0
Os01g0186600	1	4614891	4615825	+	935	0	0	0	0	0	0
Os01g0186700	1	4621925	4631262	-	9338	2597	2952	2583	1250	1546	1430
Os01g0186900	1	4646434	4648130	+	1697	40	60	35	89	63	45
Os01g0186950	1	4646844	4647917	-	1074	0	0	0	0	0	0
Os01g0187000	1	4650156	4651884	+	1729	204	267	311	172	136	203
Os01g0187200	1	4665786	4667062	+	1277	23	27	23	6	41	41
Os01g0187300	1	4667309	4669037	+	1729	10	20	31	6	6	8
Os01g0187350	1	4673221	4674337	-	1117	0	0	0	0	0	0
Os01g0187400	1	4673407	4684765	+	11359	4404	4345	2746	2496	2902	3296
Os01g0187500	1	4688171	4693114	+	4944	884	959	1062	536	622	652
Os01g0187600	1	4697238	4699036	-	1799	326	257	145	373	260	265
Os01g0187900	1	4714730	4718746	-	4017	847	957	776	889	811	663
Os01g0188100	1	4726734	4731142	+	4409	1200	1344	844	1640	1025	1075
Os01g0188200	1	4734017	4737606	-	3590	146	171	100	116	63	102
Os01g0188400	1	4739271	4744472	-	5202	764	735	854	595	723	630
Os01g0188525	1	4739768	4744023	+	4256	0	0	0	0	0	0
Os01g0188900	1	4761327	4767478	-	6152	14	19	9	21	28	41
Os01g0189100	1	4768738	4782706	-	13969	391	416	169	431	214	263
Os01g0189700	1	4789656	4795346	+	5691	0	0	4	1	0	5
Os01g0189800	1	4796155	4798454	-	2300	427	394	398	243	304	287
Os01g0190000	1	4800233	4802174	+	1942	561	607	679	483	411	597
Os01g0190300	1	4816831	4818958	+	2128	243	215	269	125	208	220
Os01g0190400	1	4820155	4823129	-	2975	941	1013	901	607	661	658
Os01g0190500	1	4826590	4828733	+	2144	1	0	4	5	3	4
Os01g0191000	1	4848843	4850992	-	2150	59	38	65	31	18	24
Os01g0191100	1	4852435	4854387	+	1953	2171	3438	3161	1015	1646	1309
Os01g0191150	1	4869090	4869415	-	326	0	0	0	0	0	0
Os01g0191200	1	4872158	4873806	-	1649	74	73	85	49	64	67
Os01g0191300	1	4879215	4885840	-	6626	262	348	301	141	179	196
Os01g0191400	1	4887954	4891334	-	3381	17	33	4	5	4	7
Os01g0191500	1	4891518	4896876	+	5359	1772	2202	2165	696	923	911
Os01g0191700	1	4905609	4909339	+	3731	1777	1574	1362	1723	1487	1440
Os01g0191800	1	4909990	4913696	-	3707	36	47	24	7	9	11
Os01g0191900	1	4917960	4919224	-	1265	285	264	364	153	125	107
Os01g0192000	1	4949133	4951123	-	1991	2004	1820	1914	2049	1762	1472
Os01g0192101	1	4949849	4951508	+	1660	0	0	0	0	0	0
Os01g0192300	1	4971466	4973555	-	2090	292	380	267	454	546	331
Os01g0192500	1	4979098	4980028	-	931	1	1	3	0	2	3
Os01g0192401	1	4979116	4979875	+	760	0	0	0	0	0	0
Os01g0192550	1	4980670	4981942	+	1273	14	11	6	8	8	4
ENSRNA049471263	1	4981119	4981241	+	123	0	0	0	0	0	0
Os01g0192600	1	4982182	4985143	-	2962	18	9	9	2	6	12
Os01g0192700	1	4982399	4985113	+	2715	0	0	0	0	0	0
Os01g0192900	1	5002454	5004321	-	1868	0	0	0	0	2	9
Os01g0193250	1	5014697	5015197	-	501	4	1	2	0	1	1
Os01g0193400	1	5016279	5020150	+	3872	19	13	21	16	2	18
Os01g0193500	1	5018103	5020088	-	1986	0	0	0	0	0	0
Os01g0193600	1	5021104	5025704	-	4601	46	39	43	13	17	39
Os01g0193700	1	5022112	5025748	+	3637	0	0	0	0	0	0
